Entity1,Relation,Entity2
4142,编剧,15069
4409,导演,3733
2178,演员,736
3839,类型,13
3350,演员,3446
4149,上映地区,45
2909,类型,22
426,演员,21660
13,演员,18628
2397,上映地区,58
2856,演员,22226
3246,演员,1204
3406,演员,9106
513,类型,18
1661,演员,14683
2483,导演,8836
945,演员,15678
2248,类型,8
4461,类型,5
2970,演员,11859
4056,演员,16902
3943,语言,37
2859,演员,7059
4092,演员,22827
3070,导演,13544
1810,编剧,16473
3534,上映时间,41
3122,类型,17
329,演员,18007
687,演员,709
3822,编剧,17951
2427,编剧,2504
3014,类型,22
876,演员,20993
806,导演,4721
3164,演员,19895
2731,演员,11678
676,演员,12853
2094,演员,13636
3822,类型,13
3381,演员,1569
2892,类型,22
4114,演员,13588
2478,演员,19356
126,演员,13697
2231,类型,8
1601,类型,26
615,上映地区,40
2174,演员,21453
4000,语言,45
1150,语言,107
714,演员,17321
1002,语言,110
975,演员,16578
2902,演员,17938
3426,演员,15765
1496,导演,6144
2600,上映时间,62
2997,类型,22
3042,导演,10591
1478,上映时间,57
233,编剧,470
1420,演员,8708
4359,导演,2269
555,演员,20033
410,类型,8
1516,演员,22685
3354,上映地区,45
3660,演员,11207
4210,演员,20162
2875,类型,22
1384,演员,18645
859,演员,20212
1509,导演,5950
4426,演员,8983
3488,上映时间,87
3902,上映地区,29
1360,语言,158
1327,编剧,18685
2991,演员,21962
2511,上映地区,28
1284,类型,17
3983,语言,45
1100,演员,17067
1441,演员,5471
4292,演员,8823
2030,演员,13469
4423,上映时间,92
3023,演员,20341
1281,演员,19847
1476,演员,1311
515,类型,8
1897,演员,8823
1753,编剧,555
2980,类型,22
4101,编剧,2257
1836,上映时间,78
3027,演员,20511
1829,演员,27
1936,上映时间,83
467,类型,16
138,上映地区,59
596,演员,4817
3948,编剧,18255
4017,导演,9296
4088,语言,45
4106,编剧,22292
3249,演员,11276
871,语言,49
794,演员,14157
2816,演员,9065
1974,导演,16087
615,编剧,11340
967,类型,8
177,演员,10579
3163,上映时间,88
717,语言,154
191,演员,9507
1153,演员,19743
3557,上映时间,49
3850,类型,19
3018,演员,1606
2703,语言,100
2179,演员,8400
610,上映时间,80
1890,演员,6800
468,上映地区,29
3261,演员,22719
3341,类型,17
3144,演员,16301
637,演员,534
839,演员,21937
12,演员,22828
150,类型,7
686,上映地区,40
1330,上映地区,57
1809,演员,21385
2337,类型,18
3010,编剧,16416
781,演员,12634
1250,演员,2610
4071,语言,45
1134,演员,9277
3228,上映时间,86
4003,上映地区,14
600,演员,10793
1257,上映时间,38
2224,上映时间,87
3384,编剧,9792
2104,演员,985
3689,导演,3328
390,演员,8295
1260,上映地区,40
3550,类型,7
2449,编剧,18824
3507,语言,92
3641,演员,22011
1202,演员,6354
2442,类型,18
2676,演员,8633
549,演员,19327
1781,导演,22583
3364,类型,19
2797,导演,6321
1151,类型,22
244,演员,19673
877,上映地区,2
1218,演员,21000
3156,演员,15851
4054,语言,45
1133,上映时间,74
1700,上映地区,59
2573,语言,89
1981,编剧,13953
2363,语言,35
725,编剧,8332
2759,类型,3
851,演员,2047
130,语言,124
1249,演员,17053
584,语言,1
282,演员,16594
1039,上映地区,45
2847,类型,27
3801,演员,9686
2522,导演,20019
152,演员,9249
1454,演员,22361
3160,导演,22229
14,演员,10064
3348,演员,10388
3533,类型,7
833,演员,22194
421,编剧,1569
1203,类型,8
3104,演员,9048
3022,演员,20219
3137,演员,5385
70,演员,11560
111,演员,7651
676,编剧,10716
4374,演员,2664
1701,演员,12506
2261,导演,8695
3982,编剧,22687
3005,演员,15897
4561,语言,124
62,演员,5154
1771,演员,8958
2807,演员,2187
815,导演,21575
4002,导演,20826
2983,演员,21705
2556,语言,89
3331,语言,124
8,演员,3544
2935,上映地区,33
604,类型,18
588,编剧,11042
1851,演员,16526
4066,演员,22499
2961,编剧,1191
4134,编剧,10584
1076,演员,3659
1859,演员,16893
2954,编剧,5605
1876,导演,10619
2408,类型,18
620,演员,18977
2930,类型,5
3744,导演,13212
2253,导演,13027
2742,演员,502
1178,类型,18
1850,演员,4629
1939,类型,18
986,语言,45
2384,演员,2877
579,演员,16234
3253,演员,4554
2249,演员,17387
1087,上映时间,93
709,类型,18
2999,演员,14480
1003,导演,13848
2539,语言,89
3314,语言,124
4209,上映地区,29
1798,演员,15354
1876,编剧,17470
4265,类型,5
4363,演员,20069
108,编剧,5113
498,导演,2318
617,演员,6739
1291,类型,8
1691,类型,22
1818,演员,4156
2471,上映地区,58
2513,类型,18
2952,上映时间,89
3312,演员,3715
3673,演员,12591
3722,类型,16
4059,演员,289
2033,演员,4986
2476,演员,21760
700,编剧,7187
584,语言,135
1139,演员,22588
2913,类型,5
2426,演员,9767
1579,上映地区,45
2644,语言,89
1073,编剧,9981
658,编剧,9147
617,演员,7089
692,类型,18
4571,演员,9372
932,演员,5276
2609,演员,4489
3845,演员,12095
802,演员,240
1978,编剧,7912
4196,演员,18651
2454,上映地区,58
989,语言,144
2086,上映时间,46
127,语言,89
2113,上映时间,93
2496,类型,18
56,演员,3317
894,演员,13841
3418,类型,19
823,语言,89
882,演员,14416
1689,演员,11346
3571,上映地区,47
4554,演员,16070
126,演员,7094
2172,演员,11183
3484,演员,9811
306,上映地区,29
2627,语言,89
701,语言,89
2502,编剧,13669
2508,编剧,16375
3827,演员,4134
671,演员,9796
1283,导演,3895
232,语言,89
675,类型,18
1896,演员,18249
3188,演员,9972
4127,导演,16531
1479,编剧,1511
4184,演员,10735
4401,演员,12994
3637,演员,4198
2580,编剧,3823
1300,导演,2740
544,演员,14847
3009,演员,8798
2092,编剧,19246
1380,编剧,19502
1627,上映时间,93
1249,类型,18
2814,演员,1670
4389,导演,1693
3257,演员,11274
913,导演,2532
1425,导演,8161
1024,语言,100
2884,演员,13762
1793,演员,5455
1808,演员,7241
1142,编剧,8964
2121,导演,14577
2637,演员,14521
3133,编剧,14618
3155,编剧,19716
4294,上映地区,45
3697,类型,16
3248,编剧,9027
2501,编剧,20768
3986,导演,3257
3397,类型,7
1063,上映地区,33
658,类型,18
3464,上映地区,59
941,类型,30
1763,类型,26
2301,演员,6365
222,编剧,15821
147,上映地区,58
1663,演员,7717
2690,编剧,14634
4162,语言,45
424,演员,15463
2592,演员,5778
3129,演员,207
944,语言,45
1380,导演,5053
691,演员,16102
1645,编剧,18308
602,演员,22816
3369,导演,8716
734,上映地区,70
380,上映时间,93
2135,导演,16663
477,演员,5092
4119,上映时间,87
3014,演员,2003
2352,演员,16659
4563,类型,8
1345,类型,8
1862,编剧,18096
3047,上映地区,45
869,演员,1763
987,编剧,5780
4145,语言,45
18,演员,10852
1091,演员,10612
2480,上映时间,90
4108,演员,216
2850,类型,3
2112,编剧,13659
267,上映时间,93
2011,上映时间,90
717,上映地区,70
907,编剧,21910
3637,类型,19
3581,语言,92
3523,编剧,6952
1679,演员,5568
977,演员,5844
189,演员,17112
3030,上映地区,45
82,编剧,5940
2781,演员,17710
372,上映时间,93
3335,演员,17592
3670,演员,8542
4128,语言,45
4155,语言,92
198,演员,1651
3809,导演,22102
1759,演员,18445
250,上映时间,93
394,演员,9570
3368,类型,2
1665,演员,17378
4048,编剧,17268
3125,类型,22
2487,演员,6262
612,类型,16
2832,导演,5767
4445,演员,8409
4233,语言,45
548,上映地区,31
1207,类型,18
3013,上映地区,45
3334,演员,14892
4165,上映地区,14
2733,演员,20122
4012,演员,10745
677,演员,15439
4111,语言,45
3820,类型,2
4297,编剧,5047
1647,类型,7
816,语言,45
2420,语言,35
2534,上映地区,7
1971,演员,16483
2160,演员,4112
2847,演员,19028
4578,演员,1691
874,演员,7925
3959,导演,3117
3327,演员,8924
391,编剧,22308
44,演员,22670
8,类型,10
3106,演员,7434
519,演员,22696
861,上映地区,4
1522,语言,124
3172,演员,6524
4156,编剧,12109
3117,类型,22
2403,语言,35
539,演员,7909
3692,演员,3622
2887,类型,27
3334,类型,2
3005,上映地区,45
1079,上映地区,45
1638,演员,16526
2587,类型,18
4177,演员,697
2205,演员,5105
249,上映地区,59
10,演员,2486
2616,上映时间,31
4538,演员,3331
996,类型,13
788,演员,5693
1060,演员,10494
3000,类型,17
4286,演员,19176
3579,上映地区,45
1654,语言,144
2384,演员,15872
2788,演员,2847
950,语言,154
2508,语言,35
1797,编剧,13287
2622,上映地区,7
2639,演员,6007
2969,语言,45
3100,类型,22
3922,类型,18
1030,演员,135
1184,上映地区,45
1650,演员,13103
2898,演员,11588
3680,演员,18907
2000,编剧,15856
2652,类型,16
1724,演员,16673
2332,演员,1169
3649,上映地区,59
2089,演员,435
1949,演员,13024
2202,演员,6656
4356,编剧,20
2870,类型,27
2988,上映地区,45
3274,类型,8
4496,类型,18
2570,类型,18
3219,演员,8713
1052,语言,45
2220,演员,6107
3105,类型,17
628,导演,10765
1009,演员,15241
3172,演员,20995
2802,演员,12513
1949,演员,13963
3931,语言,89
1792,语言,100
3562,上映地区,45
2701,语言,89
2043,演员,11997
1893,演员,9434
2491,语言,35
1716,编剧,8801
2605,上映地区,7
461,语言,45
3083,类型,22
3979,类型,26
3794,演员,14026
3080,上映地区,33
2299,导演,11390
1853,类型,22
321,演员,8002
1485,导演,4732
4379,演员,10742
3900,编剧,5862
3909,演员,6183
3257,类型,8
3276,演员,20389
486,编剧,4840
1691,演员,8793
369,演员,2164
2110,语言,89
1035,语言,45
2705,上映时间,92
2961,语言,45
3025,演员,10075
3560,演员,16490
222,演员,22577
862,类型,8
3140,演员,9793
4069,导演,15931
2710,上映地区,7
3200,演员,8985
740,上映时间,70
496,演员,2189
2684,语言,89
4101,上映时间,88
2370,语言,45
2588,上映地区,7
4385,演员,18698
3362,类型,8
1785,编剧,5361
1385,编剧,3095
2810,上映时间,92
3366,演员,11661
705,演员,10521
4066,演员,1104
686,演员,14200
1443,演员,17432
3580,类型,19
1567,导演,4131
3240,类型,8
899,演员,14010
1807,演员,9831
2944,语言,45
1018,语言,45
3031,演员,16924
4081,演员,11525
3436,编剧,2100
2789,语言,89
326,演员,20102
542,演员,16446
4151,导演,4386
2693,上映地区,7
549,语言,45
1067,演员,2047
4540,语言,45
258,类型,2
4054,演员,16025
394,语言,89
837,类型,18
1941,类型,22
3822,演员,4810
506,演员,19967
2667,语言,89
2942,演员,782
4095,编剧,10550
4317,演员,10078
4571,编剧,4163
3906,上映时间,90
3345,类型,8
2715,类型,26
4138,演员,14566
2641,类型,18
1954,类型,7
301,语言,49
1341,上映地区,7
3685,导演,6777
3907,演员,7576
703,演员,2283
1947,演员,10397
3758,类型,7
2887,编剧,16540
1001,语言,45
1004,演员,21365
2153,演员,12557
2927,语言,45
3974,演员,20077
2772,语言,89
724,类型,18
3584,编剧,8112
2676,上映地区,7
3890,演员,14160
269,演员,6457
2756,演员,13067
1979,演员,2360
1524,类型,8
2569,演员,7592
916,演员,14144
1020,演员,10936
2601,导演,3104
104,演员,14569
2975,演员,4824
419,演员,4088
1908,上映地区,59
1093,演员,18992
3093,导演,21062
2376,演员,20143
2612,演员,20565
1106,语言,45
3328,类型,8
4391,演员,22319
685,编剧,3233
104,演员,11536
338,演员,3595
2739,演员,17207
637,语言,45
2923,演员,3881
1122,演员,1193
3750,编剧,585
3624,类型,5
782,演员,4535
2900,编剧,6116
3901,演员,5378
263,演员,17872
3542,类型,7
4286,上映地区,59
1403,类型,18
521,上映地区,22
3213,演员,10588
1211,语言,45
2232,编剧,1292
3306,编剧,16389
1386,演员,763
3043,演员,4739
43,演员,16969
3033,类型,5
4494,演员,22789
4573,演员,22645
649,演员,11761
25,语言,100
157,演员,7766
262,演员,14233
1983,演员,3819
2203,类型,19
1972,演员,21451
3295,演员,10936
4168,演员,13372
812,类型,18
844,演员,4188
620,语言,45
2304,演员,22091
1202,上映时间,36
1915,演员,5001
2233,导演,2961
899,编剧,22477
535,导演,1329
1060,演员,14495
1517,编剧,10221
2557,演员,17386
3599,类型,15
1864,导演,11634
70,上映地区,59
1134,上映地区,4
1386,类型,18
1718,语言,124
2593,演员,18968
2946,演员,4469
3280,编剧,8438
2720,上映时间,43
1766,演员,11191
3114,演员,22513
2981,演员,7889
534,上映时间,93
925,演员,6559
3090,类型,13
1415,上映时间,31
657,演员,4725
186,编剧,16403
2530,演员,11127
3629,上映时间,89
2964,编剧,2269
3712,类型,5
2475,演员,15519
795,类型,18
3861,演员,4541
190,演员,16534
603,语言,45
2942,编剧,12632
2478,演员,19600
3418,演员,20012
3590,类型,5
2025,编剧,13407
3512,演员,19210
329,编剧,3953
3920,演员,19732
2823,导演,611
3102,编剧,1286
3121,类型,5
4560,演员,17691
78,编剧,17960
2534,演员,5820
1369,类型,18
1701,语言,124
726,演员,18078
4559,演员,14833
209,演员,21873
1731,演员,15476
517,上映时间,93
4042,演员,5042
3105,语言,110
3770,上映地区,47
57,编剧,12687
4434,上映时间,85
1028,演员,3068
1660,编剧,18308
3043,上映时间,84
3695,类型,5
212,演员,13122
395,上映时间,93
49,演员,17001
1779,上映地区,28
1659,语言,158
1300,类型,5
3313,演员,2992
845,演员,16832
838,演员,3132
2683,编剧,3823
2900,编剧,773
434,演员,13713
3465,类型,10
2786,演员,124
237,演员,6672
1704,演员,2020
2273,演员,2760
1791,上映时间,89
909,语言,89
948,演员,1114
1684,语言,124
1983,导演,6189
254,演员,7961
4378,语言,45
230,演员,15603
732,演员,1916
500,上映时间,93
960,编剧,13185
2510,演员,1919
1763,上映地区,59
514,演员,5288
821,演员,6165
3157,演员,22438
3541,导演,19841
3090,编剧,11669
3678,类型,5
2808,演员,15032
3888,语言,100
4305,演员,6800
301,演员,2445
1145,导演,17336
1762,上映地区,28
535,类型,17
3167,上映地区,45
4262,演员,946
758,上映地区,29
1866,编剧,1543
3989,演员,1719
856,演员,489
4471,演员,11530
430,演员,3899
3045,上映地区,45
3702,演员,2476
2071,演员,22262
4307,演员,7595
4553,类型,18
935,类型,4
1667,语言,124
2207,演员,11375
3741,上映地区,45
1394,演员,11386
2353,演员,4864
1857,类型,5
2670,语言,35
3544,演员,15620
2784,上映地区,7
3491,演员,2020
3513,演员,16342
4181,演员,4392
1728,演员,17945
3620,语言,144
1887,上映时间,79
982,演员,17460
4335,上映时间,66
1745,上映地区,28
3150,上映地区,45
3411,导演,16037
3789,导演,10953
481,演员,216
2652,演员,5781
1075,演员,13743
3704,编剧,15640
3343,演员,6315
4031,编剧,1508
4149,类型,16
430,演员,18020
2122,导演,10292
891,上映时间,19
2947,演员,5717
3233,编剧,6867
3724,上映地区,45
3916,上映地区,59
1990,演员,20231
531,编剧,10564
2529,演员,11355
2767,上映地区,7
4317,演员,12924
3758,语言,100
1850,上映地区,28
3255,上映地区,45
3290,导演,3996
2510,类型,19
3959,演员,2467
4353,语言,45
2588,上映时间,85
228,演员,2238
1728,上映地区,28
908,演员,19094
3497,上映时间,74
750,编剧,22687
3123,语言,45
1060,演员,14763
87,演员,2355
2910,类型,6
121,演员,3270
3499,演员,4002
4132,类型,16
3735,编剧,10155
742,演员,12270
984,演员,1077
1434,上映地区,45
2556,演员,9308
3228,演员,22438
2158,上映时间,86
2750,上映地区,7
1252,演员,14609
3080,演员,16934
1833,上映地区,28
1312,上映地区,45
3238,上映地区,45
1110,演员,21835
3922,演员,22536
866,编剧,13926
2262,演员,15388
2431,编剧,142
2779,演员,9903
4336,语言,45
1337,类型,8
707,类型,26
711,演员,9959
1737,演员,6196
2587,导演,8153
3116,上映地区,45
964,演员,12080
